handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_3296b5aa-9410-fcfe-63f3-f805a78df873,Product,AVO XO INTERMEZZO ROBUSTO TUBOS,,8948f1_697efd8a730f47998137e57a73bd1820~mv2.jpg,AVO;Cigar,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c09bca0e-ea32-a1c7-eac9-8a0a6a6c7838,Product,AVO SYNCRO NICARAGUA,<p>AVAILABLE IN</p><p>AVO SYNCRO NICARAGUA ROBUSTO</p><p>AVO SYNCRO NICARAGUA TORO</p><p>AVO SYNCRO SOUTH AMERICA RITMO ROBUSTO</p><p>AVO SYNCRO RITMO SPECIAL TORO</p><p>AVO SYNCRO FOGATA TORO</p><p>AVO SYNCRO FOGATA ROBUSTO</p>,8948f1_5765f0b5d9984d66a85c5849f6921721~mv2.jpg;8948f1_1962a03d24414bf3971e50162e9eaced~mv2.jpg;8948f1_4fbd600f0f384332b7bcab4820d9131c~mv2.jpg;8948f1_708ad6c8408e4db496cfc628ab115c9a~mv2.jpg;8948f1_78f243d703ce4df087aede32097fc94e~mv2.jpg;8948f1_fa4e7e919f9746a9b0206b5ca4fd175d~mv2.jpg,AVO;Cigar,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ec0d7afb-08bc-08d3-ac36-316ae025aa97,Product,AVO CLASSIC SERIES,<p>AVAILABLE IN</p><p>AVO CLASSIC ROBUSTO TUBOS&nbsp;</p><p>AVO CLASSIC NO. 9 CORONA EXTRA</p>,8948f1_bcab3c417ef24ab99b783180615829ed~mv2.jpg;8948f1_5ee6d3d39c5b41feaa120d5c9ba90d79~mv2.jpg,Cigar;AVO,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_39dfc538-0345-005f-f094-e7c99abfd5fd,Product,AJF RAMON ALLONES TORO (6 X 52),,8948f1_5f293111484a4673a12c047cee1fed34~mv2.jpg,AJ FERNANDEZ;Cigar,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a1db02f0-c763-c813-cdd0-9323f4f138ea,Product,AJ FERNANDEZ NEW WORLD PURO ESP TORO (6.5 X 52),,8948f1_20905e5a17f54d3a8fbd889a3e6f6108~mv2.jpg,AJ FERNANDEZ;Cigar,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129b4c02-5776-a699-f6a2-7a0ba72736dc,Product,AJF BELLAS ARTES MADURO TORO (6 X 54),,8948f1_b7ab9ccf353f4ee485dc66f0bbcc3aa9~mv2.jpg,AJ FERNANDEZ;Cigar,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6d86c092-192c-ca1a-41db-a672c5792280,Product,AJ FERNADEZ NEW WORLD CONNECTICUT,<p>AVAILABLE IN</p><p>AJ FERNADEZ NEW WORLD CONNECTICUT ROBUSTO(5 X 50)</p><p>AJ FERNANDEZ NEW WORLD CONNECTICUT TORO (6 X 52)</p><p>AJ FERNANDEZ NEW WORLD CONNECTICUT BELICOSO&nbsp;(6 X 54)</p>,8948f1_a22fb2a6678a45a49aa4edf9196d9efa~mv2.jpg;8948f1_0ac0b4ff9e2744dcbdc75da5fe2e99a2~mv2.jpg;8948f1_2862903dd8934fc3bbe429f132bf6841~mv2.jpg,AJ FERNANDEZ;Cigar,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_78c1f08f-624f-2a8f-aeae-e0a9b38ac852,Product,AJ FERNANDEZ NEW WORLD SERIES,<p>AVAILABLE IN&nbsp;</p><p>&nbsp;</p><p>AJ FERNANDEZ NEW WORLD ROBUSTO (5.5 X 55)</p><p>AJ FERNANDEZ NEW WORLD TORO (6.5 X 55)</p><p>AJ FERNANDEZ NEW WORLD GORDO (6 X 58)</p><p>AJ FERNANDEZ NEW WORLD BELICOSO (5.5 X 55)</p>,8948f1_1046813dc1464bdab10ded74b5c76dee~mv2.jpg;8948f1_353ae140e4b643ab821345ceee491e9c~mv2.jpg;8948f1_c0ac5dcd816748b1b0e8a7c93c2dd994~mv2.jpg;8948f1_9bda3b59191d4ac3909ec9c8a72aa880~mv2.jpg,Cigar;AJ FERNANDEZ,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8a509d61-08c4-f500-3c18-408cc71c5c4d,Product,DREW ESTATE UNDERCROWN,<p>AVAILABLE IN</p><p>DREW ESTATE UNDERCROWN MADURO GRAN TORO&nbsp;</p><p>DREW ESTATE UNDERCROWN SHADE &nbsp;GRAN TORO</p>,8948f1_000601f0faf548b8b5ea6df774bbfa95~mv2.jpg;8948f1_32a5774ce3a64fa09c504d4321c2b414~mv2.jpg,Cigar;DREW ESTATE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_67ec76be-cb08-00a8-accf-23bd6b5f639b,Product,DAVIDOFF WINSTON CHURCHILL LATE HOUR TORO (6X54),,8948f1_0c0d58452800493fb5be011205e48c2b~mv2.jpg,Cigar;DAVIDOFF,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5727e7e4-9a77-5a5f-de32-0b7e3935a8a4,Product,PLASENCIA RESERVA ORIGINAL,<p>AVAILABLE IN</p><p>PLASENCIA RESERVA ORIGINAL - CORTEZ TORO (5.75X56)</p><p>PLASENCIA RESERVA ORIGINAL -TORO (6X50)&nbsp;</p><p>PLASENCIA RESERVA ORIGINAL -ROBUSTO (4.75X52)</p>,8948f1_b1a9b6bc4da54cfc8647391aeee54c87~mv2.jpg;8948f1_8e093da86be04ab79402f039dabde829~mv2.jpg;8948f1_8e99cf8477fb42f589795ced3fc3c9dc~mv2.jpg,Cigar;PLASENCIA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a1faac58-4f52-4cf2-7726-14163928e385,Product,PLASENCIA ALMA DEL CAMPO,<p>AVAILABLE IN</p><p>PLASENCIA ALMA DEL CAMPO TRIBU ROBUSTO (5X52)&nbsp;</p><p>PLASENCIA ALMA DEL CAMPO MADRONO GORDO (6.5X58)</p>,8948f1_45938972f3f049ee9bfb796c5a813538~mv2.jpg;8948f1_d23c93be7caf4d8281011b927f18f1c7~mv2.jpg,Cigar;PLASENCIA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4ec25582-0e4d-0112-4d01-98af67622d73,Product,PLASENCIA ALMA FUERTE,<p>AVAILABLE IN</p><p>PLASENCIA ALMA FUERTE NAT-SIXTO II HEXAGON (6X60)</p><p>PLASENCIA ALMA FUERTE-NESTOR IV TORO (6 1/4X54)</p><p>PLASENCIA ALMA FUERTE NAT-SIXTO I HEXAGON (6X60)&nbsp;</p>,8948f1_aa00badbb50343a7bc5aea296598ae16~mv2.jpg;8948f1_9de4939f7c5f40cdba014b04e15608f2~mv2.jpg;8948f1_68da55e692ec4adb8ed1d6b2976c02f2~mv2.jpg,Cigar;PLASENCIA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_199b5b02-2e27-2ae2-5072-785471a47df1,Product,COHIBA MACASSAR GIGANTE (6 X 60),,8948f1_f34b6f2fb32a4c8b96ae814b7c1838ad~mv2.jpg,Cigar;COHIBA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14c5649c-2bf0-301f-ff67-799a22c4015b,Product,WELLER BY COHIBA 2022 TORO TUBE (6X50),,8948f1_0835ec8e6d244b2e978d5f29f07ef642~mv2.jpg,Cigar;COHIBA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2ce40705-44c1-ede5-cda5-f7db6320c460,Product,COHIBA NICARAGUA EN CRYSTAL TUBO ROBUSTO (N5 X 52),,8948f1_e38ab4b03bc149a0b823eef3cc5c019b~mv2.jpg,Cigar;COHIBA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eac6843d-b7ed-c881-1922-0f5f19d919af,Product,COHIBA BLACK GIGANTE (6 X 60),,8948f1_3dce27bda6db4606b62eefc372283364~mv2.jpg,Cigar;COHIBA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b7446189-7633-8e16-d58e-b0b9d0b71c99,Product,COHIBA,,8948f1_6704c34b37e048d38b756be5c1708864~mv2.jpeg;8948f1_85e21c1a72334f609c3dda028fd9e8ae~mv2.jpg;8948f1_0eef996b334c40be8b8f28541fdc6cf1~mv2.jpg,Cigar;COHIBA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_96402da5-8820-5cf5-8122-30feff93581f,Product,COHIBA BLUE SERIES,,8948f1_0638e52b096b44458c4164e28f405bb2~mv2.jpg;8948f1_8dd871a4d45f48868a59d3d1340f8036~mv2.jpg;8948f1_6f1f1420fc834a3f915b463d608eb09d~mv2.jpg,Cigar;COHIBA,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_67197c13-9855-7e01-9d55-cd4901d57bd6,Product,BATTERY UNIVERSAL CHARGER,,8948f1_26c1396ea4b249a289a040cec2c93319~mv2.png,ACCESORIES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b06a261c-3ac2-19a7-1537-0f533dae85a6,Product,XPRESS GEAR  3.3FT CABLE,,8948f1_bdd46849304a43598dedd5bf11d0c4b8~mv2.png;8948f1_85a9a284f2694676916ee134084cd805~mv2.png,ACCESORIES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4258d40b-df01-122d-1a70-5ddd4b2cf0cb,Product,XPRESS GEAR HOME ADAPTER TYPE C,,8948f1_206de8183f6d4335b9e0f3e6abdb4be3~mv2.jpeg,ACCESORIES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cd5366a1-40af-73f3-5816-a31ec917279a,Product,XPRESS GEAR CAR ADAPTER TYPE C,,8948f1_474633e023134a04b57d353880b41983~mv2.jpeg,ACCESORIES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba6aa9a6-8589-8507-c76e-7862ea4dcc89,Product,XPRESS GEAR EARPHONE WITH MIC IPHONE,,8948f1_c8f94a981bdf4bcf8d8e2907a97e48a1~mv2.jpeg,ACCESORIES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2d7773c2-8e51-0f09-81b4-4409c4b02b19,Product,XPRESS GEAR CABLE 5FT MICRO,,8948f1_4a9af56a46e74c78a6d3d1bdd180abcc~mv2.jpeg,ACCESORIES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ea4ef0d-f65c-3620-4754-bf62a60cc654,Product,UNIVERSAL INTERNATIONAL TRAVEL ADAPTER ALL IN ONE WITH USB OUTPUT,,8948f1_c5c918dd3c6e49aaba1e1d9893dac5e6~mv2.jpeg,ACCESORIES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e43ec4ce-884e-3cea-52e1-8deff84bebab,Product,5 HOUR EXTRA ENERGY BERRY,,8948f1_2e43351084fd4d91ab19798bf405866d~mv2.jpg;8948f1_d9da7e2f9c7f47e1a7b4febfa41c3c82~mv2.jpeg;8948f1_f6328d7ebbbc4f17871daf5462587818~mv2.jpeg;8948f1_d13acfb4ac304b6b8b7a508af37f94bb~mv2.jpg;8948f1_b0b62449267240ea86bc36bd783b13fb~mv2.jpg;8948f1_54b468fc50064689a46965ec793571c4~mv2.jpeg;8948f1_2197d0fad3b640d6b76bde93e254ad60~mv2.jpeg;8948f1_742a48a32a6e4188b8cbd8cbadb9b62a~mv2.jpg;8948f1_2e18a4fd2351411ab21ad780ed205c45~mv2.jpeg;8948f1_1f419ce55f424130838b1be86c056aeb~mv2.jpg;8948f1_f7f7fa2b347847dcafb1d74299482e3c~mv2.jpeg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ebbd6207-369b-6469-6f82-1edc4e0f1d65,Product,5 HOUR REGULAR ENERGY POMEGRANETE,,8948f1_2e18a4fd2351411ab21ad780ed205c45~mv2.jpeg;8948f1_742a48a32a6e4188b8cbd8cbadb9b62a~mv2.jpg;8948f1_2197d0fad3b640d6b76bde93e254ad60~mv2.jpeg;8948f1_54b468fc50064689a46965ec793571c4~mv2.jpeg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8265b56f-dbc9-9448-92ce-59a7a94a2d08,Product,NYQUIL,,8948f1_6a67f0f26939430fbe019b7444777939~mv2.jpg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ed90a1d3-df8e-920b-b529-b6379fd32110,Product,ADVIL PM LOOSE,,8948f1_c745e3f80d614bf19d62c0b9ffd3bda7~mv2.jpeg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f145200a-150c-350f-808f-b4cd95f7209a,Product,CLARITIN,,8948f1_781106f744e64bff8274ec8b3bc6129f~mv2.jpeg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eeb5407a-270e-5386-981d-78a850c6c4c0,Product,PEPTOBISMOL,,8948f1_efb08054a511447b84e45405075dead0~mv2.jpg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_aa316888-67c3-9565-fda1-1fc88570f35d,Product,ALEVE,,8948f1_80b8619d6c0f4757a1ba58c9c5db6fd8~mv2.png,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ad8c884-667d-b4de-ceb5-79d39261eea0,Product,TYLENOL EXTRA STRENTH LOOSE,,8948f1_cd5faeadd725449a8831e2969bc76c5a~mv2.jpeg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c8bbcf3-6b2b-8c0b-21a7-983e8bffbd04,Product,NYQUIL LIQUID BOTTLE,,8948f1_4ae8b61066b34bdd897b7ef0cd4d1335~mv2.jpg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b45f6cc0-5b8e-66a8-2ebc-4b7555ccfa4c,Product,TYLENOL PM LOOSE,,8948f1_0e108eadad284877bc86be6c4f1ae1ef~mv2.jpg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9eef78d9-9bad-3719-e4c9-4a7e1ddefb83,Product,TYLENOL CHILDREN SYRUP,,8948f1_6008adedd3084902bd74ddbec92cfe22~mv2.jpeg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c38bf1f5-70e2-8d4d-f761-b5eb0125b7ff,Product,CLEAR EYES DROPS 6ML,,8948f1_ba707cf72c1444ec8f24d056c1234425~mv2.jpeg,MEDICINES & HEALTH,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a8142f4a-2852-1fbd-b76d-a7b6775329ef,Product,LITTLE TREES CAR FRESHENER PCS,,8948f1_5c1f99197a93471b9ba2e7231cadfa87~mv2.jpeg,AIR FRESHNERS/CANDLES/INCENSES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_897d340e-54b2-6905-9c8f-c5d792891778,Product,HEM INCENSE 20 STICKS BOX,,8948f1_fa6a9941810d44f6b1f14ffd28aada60~mv2.jpeg;8948f1_217a92f6ca044cb7b01b93d8420411a9~mv2.jpeg;8948f1_549ce7e3f2184b1d8d86566a22f8d0e8~mv2.jpeg;8948f1_fa6d750f5e494813a1a0c76bbcb177c4~mv2.jpeg,AIR FRESHNERS/CANDLES/INCENSES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_526d82a0-7444-0adf-ffed-0fb41394493a,Product,WOODEN COLOR INCENSE BURNERS,,8948f1_dd131bc2657f4190a7d6e94059b655f6~mv2.jpeg,AIR FRESHNERS/CANDLES/INCENSES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e66e253-0932-3df4-309a-536650291ec9,Product,SATYA  INCENSE 15GM,,8948f1_dd2c8aaf0fa249bca221332fcfb74eec~mv2.jpeg;8948f1_5cf8eb5b801f4ff3bb85af4945b5a54f~mv2.jpeg;8948f1_f09ad734ea7f4690b7297f7ada1cd3e7~mv2.jpeg;8948f1_b8df7b95ba2348fc80fae6e6edcd632e~mv2.jpeg;8948f1_f00faf4fc613417bbe93a7ecba6050d6~mv2.jpeg;8948f1_c562ae3e681f4503afff6ec5cd4c4bc4~mv2.jpeg;8948f1_62b565b8d62d4486af2d0bd00e5b5111~mv2.png;8948f1_85be623cb6024ca680e5778012663358~mv2.jpeg;8948f1_f8e8e3ce1de54c5e8641926187842864~mv2.jpg;8948f1_207bcf50547f44099b59fb4d7cc18ddc~mv2.jpeg,AIR FRESHNERS/CANDLES/INCENSES,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a8cc9bc8-6241-988c-f5ed-0b5130957410,Product,BANDAID ALL ONE SIZE,,8948f1_553dc6a081e249b8895e627ec13c9c92~mv2.jpg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_facaf7e3-11f2-34db-45fd-1b8b1c9f9bb1,Product,BEE PLAYING CARDS,,8948f1_f4a523b0eaaa47f29abdd28b5761287b~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_54697e34-5af0-1c88-40a5-846bd2812f48,Product,CHORE BOY COPPER SCRUBBERS,,8948f1_428c6f291c7a4d23bf7c150c292c5e77~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cd14dccf-1303-6a31-80ba-706e80451cbc,Product,KRAZY GLUE 2GM,,8948f1_6c956bd2384240c49964ada78415cb45~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_961ba0bd-b9a5-48b7-0f47-ea3347876e18,Product,SKY BOUNCE PING PONG BALLS 6PACK,,8948f1_20f0e0d939b540348b0a3c04536d8ffa~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_264ff63c-5a32-2870-8d08-287e307cb698,Product,VAPORAL INHALADOR,,8948f1_292d3069bd124e578768fe31adec500f~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4b20edfc-ef71-a887-533b-1d2ed86ad205,Product,VASELINE JAR,,8948f1_998ef43c306c429da83a8815c9306ac7~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_43ef2c9c-c411-29d6-7908-77f73b8bdc1a,Product,SWAN RUBBING ALCOHOL 70%,,8948f1_fd85076841ee493eb6dc1d7f5619df72~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5af80602-b176-7f89-2e3a-17724fa84d6e,Product,TROJAN MAGNUM CONDOMS,,8948f1_09db8babde304f24a3b45072f7934977~mv2.jpeg,"ADULT PILLS,  TOYS & ACCESSORIES;GENERAL ITEMS",,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_553fec92-e79a-feb8-8ef3-9775ae6df6b8,Product,TROJAN PLEASURE CONDOMS,,8948f1_6a36f06916d3467dbc55cad08755d6d3~mv2.jpeg,"ADULT PILLS,  TOYS & ACCESSORIES;GENERAL ITEMS",,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9a78dbd2-0066-c5bd-05dc-2c12a93f27db,Product,TROJAN ULTRA THIN CONDOMS,,8948f1_f0c5f99cb7594455b317a61cec86b79f~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fc322de3-11aa-2bf6-ab45-bfe4a1f65eec,Product,TROJAN MAGNUM BARESKIN CONDOMS,,8948f1_d9ec13d2911340b49081659ccd1ae5f1~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_04f83697-4d50-4241-9e95-0ade799c3e1e,Product,Trojan Magnum Latex Condoms,,8948f1_6070149b733e44c5b036f6012132cd7d~mv2.jpg,"GENERAL ITEMS;ADULT PILLS,  TOYS & ACCESSORIES",,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e2d5f44-3bcc-0257-69b8-d764bf23b1b3,Product,Trim Nailcare Fingernail Clipper,,8948f1_758fe90c7b164a8d96864d23ab0e3b8d~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_015377db-a84a-66e0-5f70-d81ce510cdef,Product,Duracell Batteries,,8948f1_0cfae5ec2d874af8bfbf11baa2e44bdf~mv2.jpeg;8948f1_09ef1438c1854538b1deff86bdd5a2fc~mv2.jpeg;8948f1_3cefadcc27ea40af99d345832838796c~mv2.jpeg;8948f1_6d59bb59f645426493b2a5b7de942617~mv2.jpg;8948f1_3da9f26c7c0841709df2cd3f092a1f12~mv2.jpeg;8948f1_6bb54cec923e4156a4ab84b97bd7c141~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6d6916e4-c686-01c6-53a5-02bde4654e38,Product,Colgate ZigZag Toothbrush,,8948f1_15f865eaa55349e590a73128170bd6f3~mv2.jpg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7ad42d4f-e06d-17f6-44b0-dc08b9f5c45d,Product,Colgate Toothpaste,,8948f1_3dcf30221c94498b9dbe562a23ad0294~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8e1f138b-ff1f-6eb9-8cd4-84c23c912323,Product,CORKSCREW WINE OPENER,,8948f1_b4a8591a076d47b9a411f73d51ace092~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_89c8b361-cf5f-1c71-9d8c-a87e47372dd4,Product,CHAPSTICK STRAWBERRY 0.15OZ,,8948f1_f65b06ac609946fea11dbd332adaaf5d~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a7c7fc85-1859-98eb-1a5e-11a298473d64,Product,GILLETTE FOAM BIG SIZE REGULAR ORIGINAL 11OZ,,8948f1_2e97a0205bbd4c259527e57a883c2732~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ac4cc71-33ae-dc59-a508-8484c9d3ea9b,Product,SCOTCH UTILITY TAPE,,8948f1_5bada17725034b0b817b843bfea72c66~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9c929c71-c69c-31db-f2b9-b3ec06beb7e0,Product,TROJAN MAGNUM XL,,8948f1_8794a78a9949454ea60c07b3b1dcebe5~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1d9b0276-7282-deef-ff6d-7e283d97a39f,Product,TURTLE NOSE WINE OPENER HEAVY DUTY,,8948f1_a16a8a7e023746e0b9301f460053bbbc~mv2.jpeg,GENERAL ITEMS,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
